Tipo,Texto,Chave
Relacionado,"Se esse aí foi pênalti, esse aqui foi o que? Lembro da fala do Roger e estava aguardando os dias para rir MUITO da cara de morango",125
Relacionado,Sim! COLOCA NO DVD interVARcional,125
Relacionado,"wesley é piscineiro profissional, foi nada",125
Relacionado,"o jogador do Inter fez uma disputa normal com o Yuri Alberto. Marcar pênalti nesse lance, é loucura.",125
Relacionado,"Absolutamente nada. 

Estão acostumados com pênaltis marcados de forma “mandrak” e quando não marcam reclamam.",125
Relacionado,Já estão permitindo segurar prlo braço?,125
Relacionado,"O cara tá com o braço quase no pescoço de Yuri, depois ele chuta a perna de Yuri, se joga e cai levando Yuri junto... FOI NADA! JOGADA NORMAL",125
Relacionado,"Que o Interregional vá a m#$%. Quando foram descaradamente ajudados pela arbitragem contra o @Cruzeiro ficaram rindo achando tudo normal. Perguntaram pro Roger na entrevista e ele riu e disse que o erro era do jogo. Então, fiquem calados e só aceitem.",125
Relacionado,Esse Wesley adora se jogar,125
Relacionado,Wesley é o jogador mais cai-cai desse @Brasileirao,125
Relacionado,Põe no DVD,125
Relacionado,"Dia que isso for pênalti, para o futebol",125
Relacionado,"No Jiu Jitsu é so mais um golpe, no futebol é pênalti mesmo",125
Relacionado,Esse Wesley é orientado a fazer isso e vários árbitros caem nessa palhaçada,125
Relacionado,Disputa de bola clássica. Não com 5 vars é pênalti. Inclusive quem usa o Brasil é do inter,125
Relacionado,"A bola tava em disputa, não era chance clara do atacante do Inter. Pior que ser tendencioso é ser burro",125
Relacionado,"Braço na frente pra ganhar espaço, reação natural.
Yuri consequentemente segurou o braço, reação natural tbm.
Eles correram na direção da bola pra pegar, mas a bola quicou e só subiu não indo mais pra frente e passaram o corpo dela, Wesley tentou voltar mas não conseguiu.",125
Relacionado,"GREENZAÇO HISTÓRICO @APalpites !!! teu trabalho é diferenciado demais, mt obg",125
Relacionado,"Esses árbitros estão cada vez piores, pênalti claro",125
Relacionado,Malandro demais,125
Relacionado,"Nada, esse rapaz é um artista, todo jogo ele simula uns dois iguais a esse, está na hora dos juízes começarem a acabar com esse tipo de teatro.",125
Relacionado,"No "" futebol sem contato""  que inventaram no Brasil , que até vento derruba, é pênalti. Na Premier Ligue e na Copa do Mundo tem uns lances desses e segue o jogo.",125
Relacionado,"Falta de ataque clara.

O jogador do Inter usa o braço pra impedir a chegada do jogador corinthiano.",125
Relacionado,"Eu sou Palmeirense e desculpa, n vi pênalti aí.
O que marcaram para o Corinthians podia ser contestado, mas eu não daria o pênalti.",125
Relacionado,"Rapaz, foi falta em cima e em baixa",125
Relacionado,"O inter é o time mais chorão que tem no Brasil.
Quando perde é sempre culpa de algo ou alguém, nunca por incompetência.

Quando é favorecido nenhum chorão deles fala ou faz textinho sobre e nesse jogo NÃO teve nada de errado contra eles e mesmo assim chora. Time pequeno demais.",125
Relacionado,Eu acho q não foi. E olha q eu detesto o Corinthians com todas as forças.,125
Relacionado,"O cara tem a perna de borracha, corre com ela arrastando no gramado pra bater no Yuri! Eles treinam para levar pênalti…",125
Relacionado,Foi nada.,125
Relacionado,DVD,125
Relacionado,Foi nada,125
Relacionado,Nada,125
Relacionado,Aqui não foi nada.,125
Relacionado,"Disputa por espaço normal, não achei pênalti.",125
Relacionado,Pra esse time aí roubar o Inter já virou tradição!,125
Relacionado,QUE PÊNALTI ???,125
Relacionado,Penalti,125
Relacionado,Corinthians roubar o Inter já é tradição.,125
Relacionado,Disputa por espaço isso acontece a todo momento o mesmo q Yuri faz o do inter faz parem de ser chorão vai pro dvd,125
Relacionado,penalti,125
Relacionado,Lance normal! Disputa de bola!,125
Relacionado,Contra o CUrintia não é nada. 190,125
Relacionado,Foi porra nenhuma isso aí,125
Relacionado,Nada...,125
Relacionado,Nada. Segue o jogo.,125
Relacionado,"Fala sério!!!
VSF",125
Relacionado,"quem busca o braço é o jogador do corinthians 

foi nada",125
Relacionado,Foi nada Wesley que puxa o yuri pro chão,125
Relacionado,Absolutamente NADA,125
Relacionado,Foi porra nenhuma,125
Relacionado,Poe no dvd,125
Relacionado,Se pronunciaram contra o Cruzeiro e contra. Grêmio?,125
Relacionado,Pênalti só se for das minhas bolas no rabo deles.,125
Relacionado,Fodas,125
Relacionado,Mais pênalti que o outro.,125
Relacionado,Kkkk,125
Relacionado,E os pênaltis a favor,125
Relacionado,"Pra mim o árbitro só seguiu a regra, segue o jogo",125
Relacionado,O juiz deu pênalti?,125
Relacionado,"disputa de bola, ng estava em vantagem...não custa lembrar que futebol é esporte de contato.",125
Relacionado,"Isso é nornal entre Gambá X Cholorado, já deviam ter se acostumado depois 2005, se não perderem na bola, será sempre no apito.",125
Relacionado,"Isso não foi nada, na boa!!",125
Relacionado,"Pênalti claro, porém pro Corinthians",125
Relacionado,Se não é roubado não corithias,125
Relacionado,Juízes já manjam quem são os cai cai. Apenas mais uma presepada do jogador.,125
Relacionado,Ah vai lamber sabão esse time do inter é chorão demais kkkkkk,125
Relacionado,"Não é falta quando existe disputa, os dois se agarram",125
Relacionado,"Nada, os dois se agarraram",125
Relacionado,"02 se agarram, não foi nada",125
Relacionado,É só por no DVD,125
Relacionado,Tem método,125
Relacionado,se jogou após sentir o braço do adv.,125
Relacionado,"Foi nada, choraaaa morangos",125
Relacionado,Por esse anglo não foi nada. Disputa de espaço,125
Relacionado,contra o time da mídia seria!,125
Relacionado,Ele tropeçando no Yuri Alberto e caindo que nem merda pqp KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,125
Relacionado,Foi porra nenhuma. Os dois usaram o braço quando o do inter vou que passou da bola se jogou...,125
Relacionado,Põe no dvd kkkkk,125
Relacionado,"Esse Wesley é o MAIOR cai-cai do futebol brasileiro, mas disparado.",125
Relacionado,"Penalti onde? O outro apenas correu mais forte, o outro tropeçou.",125
Relacionado,"É nítido o jogador do Inter jogando a perna dele pra enroscar na do adversário, por duas vezes",125
Relacionado,ABSOLUTAMENTE NADA. VAO CHUPAR UMA PICA VAO,125
Relacionado,Disputa de bola normal,125
Relacionado,"arbitro foi mt bem, o do grenal que foi mt mais penalti q isso n deram, segue o jogo, juiz tentou de tudo pro binter ganhar mas o binter é pequeno dms kkkkkkkkkkkkkkkkkkkkkkkkkk",125
Relacionado,Tem uns 3 pênaltis aí...,125
Relacionado,Nada. O cara acostumou a cair a na área e ganhar pênalti. Agora tente isso todo jogo.,125
Relacionado,Pênalti claro !,125
Relacionado,Seguindo as msm marcações de pênaltis duvidosos que esses msm árbitros vem dando esse aí foi muito pênalti.,125
Relacionado,@grok isso foi pênalti ou é só choro?,125
Relacionado,é o time mais chorão do brasil pqp minúsculo demais,125
Relacionado,"Sinceramente, como alguem que joga futebol há anos achei esse lance disputa por espaço… o wesley faz um movimento comum  que é mao no peito pra ganhar espaço e o braço do yuri nao sei se gera impacto pra derrubar,eu acho que ele cai por um contato da perna dele na do yuri",125
Relacionado,Tão de sacanagem kkk,125
Relacionado,Antes de cair ele leva a própria perna pra cima do adversário,125
Relacionado,Acho que qualquer oportunidade que o Inter puder se fuder ou estiver se fudendo deve ser festejada.,125
Relacionado,Não foi nada.,125
Relacionado,Falta de ataque..,125
Relacionado,"Esse Brasileirão está batendo recorde de chororo. Pqp, não foi nada.",125
Relacionado,O caí cai do futebol brasileiro,125
Relacionado,Lance normal . Os dois disputando a bola com as mesmas condições e ações.,125
Relacionado,"Foi nada,tem é q dar Cartão para o Wesley por simulação.",125
Relacionado,Ridículo manda por no DVD,125
Relacionado,Já vem cambaleando para cair na área como sempre !,125
Relacionado,Pênalti agora é igual visto americano.,125
Relacionado,Todo escanteio agora já marca pênalti. Pq é só isso aí que tem na área,125
Relacionado,"Foi nada, Inter sempre chora",125
Relacionado,Esse pênalti foi enquanto o jogo estava 0x0. Depois desse lance o Inter vencia o jogo por 1x2. Esse lance não prejudicou o jogo.,125
Relacionado,Lance normal não vi nada demais.,125
Relacionado,"Esse Wesley sempre cavando falta e pênalti, como pode que esqueceu de jogar bola.",125
Relacionado,"Se for levar em discussão os pênaltis que estão dando no campeonato, esse também era kkk",125
Relacionado,Tá de sacanagem. Foi falta DO Wesley.,125
Relacionado,"Jogada limpa, lance normal. Ambos disputaram a bola e o jogador do Inter se desequilibrou. Arbitragem fez o certo, seguiu o jogo!",125
Relacionado,"O Wesley tem simulado pênaltis a temporada inteira, erraram feio a marcar os outros…",125
Relacionado,"Power Up — $GUN is Here!
The biggest AAA gaming ecosystem in Web3 has arrived on top exchanges",125
Relacionado,Pênalti,125
Relacionado,Se isso é pênalti eu sou uma iguana obesa da Índia.,125
Relacionado,"Sempre o mesmo jogadorzinho caí caí 

Não tem crédito nenhum, Marinho 2.0",125
Relacionado,Falta de ataque,125
Relacionado,Nada! Não foi nada pura simulação,125
Relacionado,"O gol de Memphis também foi legal, tirado pelo Várzea que uma catástrofe no Brasil...",125
Relacionado,"É ridículo o Wesley, vem procurando o contato desde o início da jogada, disputa limpa, se tem algo a se marcar aí é simulação/cartão amarelo para esse jogador medíocre.",125
Relacionado,Golpe de judô,125
Principal,"GOOOL! Vitor Roque

Cerro Porteno 0 - [2] Palmeiras

(Libertadores)",126
Relacionado,Que explosão,126
Relacionado,Golaço,126
Relacionado,VR9,126
Principal,"Torcedor do Cruzeiro, Guilherme Guerra, 27 anos, denuncia agressão por PMs na esplanada do Mineirão após vitória por 2 a 1 contra o Flamengo.

Ele diz ter levado golpes de cassetete enquanto comemorava.

Agressões foram filmadas.  @otempo",127
Relacionado,"Lamentável, os caras não podem nem comemorar.",127
Relacionado,"Eu achei q não tinha nada a ver, mas fui ver a ""música "" e pqp !!!

Se eu falar oq penso minha conta cai,  e olha q sou cruzeirense. 

Se quer fazer apologia e ser contra a PM pelo menos pensa onde vão fazer !",127
Relacionado,Bando de sádico psicopata,127
Relacionado,Quando os bandidos usam farda,127
Relacionado,"Caramba, por essas imagens não aparenta ter acontecido nada para tamanha agressão.",127
Relacionado,"Seria torcedores do @Atletico fardados ?
No vídeo não vi outro motivo para agressões.",127
Relacionado,Devem ser atleticanos,127
Relacionado,"Bando de covarde. Isso aí não pode acontecer, a torcida não pode mais comemorar a vitória do próprio time?",127
Relacionado,Que merda foi isso @pmmg190,127
Relacionado,Que ignorância!,127
Relacionado,deixa as Marias serem felizes pra q isso,127
Relacionado,Que feio,127
Relacionado,"Geralmente sou defensor das polícias, mas....",127
Relacionado,Até a polícia é atleticana.,127
Relacionado,Eu não vi nadinha na imagem. Muito mimimi viu. Kkkkkkkkkkk,127
Relacionado,"Não vai acontecer nada, eles tem salvo conduto para cometer crimes, acontece isso e muito mais em autor estadio de futebol.",127
Relacionado,"Posta os dois lados

Pergunta o Guilherme guerra de 27 anos qual musica ele tava cantando",127
Relacionado,Heueheuehueheue os PM cheio de ódio.,127
Relacionado,"Já dizia o Samuel Rosa, todo mundo é atleticano até a PM",127
Principal,CHEGAMOS! O Glorioso já está na Arena Fonte Nova para mais um compromisso pelo Brasileirão! #VamosBOTAFOGO,128
Relacionado,"Impressionante não escalar o Allan, difícil entender, mais vai dar certo
Tomará que a vontade de vender o Patrick de Paula, não acabe com nosso ano",128
Principal,Gente quem foi o campeão da champions e o campeão do brasileirão em 2010?,129
Relacionado,"Fudeu lebranco teremos psg e bragantino ganhando, é pra matar todo mundo",129
Relacionado,Quem foi o campeão da Libertadores em 2010?,129
Relacionado,Song ?,129
Relacionado,A gente nem sabe quem ganhou a champions esse ano,129
Relacionado,@coserdnv eu me iludo,129
Relacionado,Com certeza não vai se repetir lebranco teu time tem canobbio de titular nem se ilude,129
Relacionado,"Sim,vai ser campeão brasileiro com Serna e Everaldo no ataque amigão.",129
Relacionado,Escolha: Ousmane Dembele ou Dário Conca?,129
Relacionado,Tô chorando aqui lebranco,129
Relacionado,"ganharam em 64 também, os generais vão assumir",129
Relacionado,Deposit fiat into your #XBTFX account securely via card & many other payment methods using #Volet or #Skrill .  Fast execution Millions of users worldwide Easy to navigate Sign up & fund your account today: … https:// 904535616324292696?twclid=24mz81r161rdemnsvklncj7ucm …,129
Relacionado,Quem foi o campeão da NBA em 2010 ?,129
Relacionado,momento pede superstição,129
Relacionado,chorando muito aqui.,129
Relacionado,@ovocompicles,129
Relacionado,"ngm tá preparado p tímido PSG cometendo o crime, às vezes um filler no futebol é necessário para a continuidade da obra",129
Relacionado,Abracemos o místico,129
Relacionado,21/12 - Fluminense 1 x 0 Bahia Serna aos 44 do 2T Fluminense campeão 2 pontos à frente do palmeiras,129
Relacionado,Lakers na NBA,129
Relacionado,Jhon árias novo conca,129
Relacionado,Obrigado por isso.,129
Relacionado,"Passo mal com esse vídeo do Belo, pqp kkkkkkkkkkkkk",129
Relacionado,"Momento pede reflexao e bastante oraçao.

Nao vou aguentar ver o tricolor das laranjeiras ganhar um brasileiro",129
Relacionado,para com isso,129
Relacionado,Para cara....,129
Relacionado,@lanzavecchiaffc,129
Relacionado,Será o fim da resenha do arrocha?,129
Relacionado,@lexiimdd,129
Relacionado,"emoção bateu forte aqui

momento pede calma e muita oração",129
Relacionado,Momento pede teoria da conspiração paizão,129
Relacionado,Seremos,129
Relacionado,Não me faça sonhar,129
Relacionado,sábias palavras lebranco,129
Relacionado,estou em prantos,129
Relacionado,"Po irmao esquece isso, inter nao ganha essa champions",129
Relacionado,mais facil o pelé ressuscitar q o teu flu ganhar um brasileirão de novo kkkkkkkkkkkkk,129
Relacionado,"Pqp, chorando muito aqui.",129
Relacionado,https:// Camisa no precinho pra continuar sonhando,129
Principal,Flamengo 1x0 Bahia Arrascaeta Michael Brasileirão Série A | 8ª rodada,130
Relacionado,TORCEDOR DO BAHIA SECOU O VITORIA E AGORA TA TOMANDO PORRADA KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,130
Relacionado,"O cara ta viciado em fazer gol, slc",130
Relacionado,Volte pfv,130
Relacionado,Arrascaeta prime ce tá doído,130
Relacionado,Arrascaeta é muito bom pqp,130
Relacionado,Arrasca e as 9 mulas,130
Relacionado,OBRIGADO arrasca,130
Relacionado,Hoje essa merda ganha,130
Principal,Rapaz... E essa dúvida aí sobre quem marcou o segundo do Fortaleza: Marinho ou Breno Lopes? Acompanhe o Tempo Real  http://,131
Relacionado,"Não tem dúvida, Breno.",131
Relacionado,"Ninguém tocou na bola na hora que ela entrou, portanto quem tocou por ultimo é que fez o gol, Marinho.",131
Relacionado,Breno Lopes chutou a bola pra dentro do gol e Marinho o pé companheiro hehe,131
Relacionado,Gol é do breno,131
Relacionado,Sem dúvida nenhuma: Breno Lopes,131
Relacionado,Breno roubou o gol do marinho kkk,131
Relacionado,Claramente foi o Breno Lopes,131
Relacionado,"Na primeira vez já deu pra ver quem foi 
Galera tá cega mesmo",131
Relacionado,Claramente Breno,131
Relacionado,Breno Lopes,131
Relacionado,"Se a bola toca no marinho era impedimento kkkkk,",131
Relacionado,Pensar que só o meu Sport vai tomar no papeiro contra esse juventude…,131
Relacionado,"Marinho fez foi é  falta no Breno Lopes, isso sim.",131
Relacionado,Gol do Breno,131
Relacionado,Bruno Lopes me parece,131
Relacionado,Não existe dúvida kkk,131
Relacionado,Não foi nenhum dos dois tocoram na bola nenhum,131
Relacionado,"Breno Lopes aí irmão, marinho chutou foi ele.",131
Relacionado,Foi o Breno lopes,131
Relacionado,foi do Breno Lopes,131
Relacionado,Kkkkkkkkj,131
Relacionado,Breno Lopes filho da puta,131
Relacionado,Jogador de futebol é egoísta demais.,131
Relacionado,Como alguém consegue perder paea esse time do Fortaleza? Pelo amor de Deus!,131
Relacionado,Não sei como Lucero fez o Gol esse merda perdeu o Pênalti contra o Palmeiras kkkkkkkk,131
Relacionado,Claramente foi o Breno Lopes né todo mundo viu,131
Principal,"""O bom filho a casa torna"" 

KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKLLLLLKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK",132
Relacionado,Dudu e Atlético Mineiro estão com negociações avançadas. Acordo pode ser divulgado em breve. : @andrehernan @andrehernan,132
Relacionado,E nosso,132
Relacionado,Uai não era o aposentado? Agora virou o Messi ? KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,132
Relacionado,tu vai ter esse horroroso no teu time e ta achando algo engraçado? KKKKKKKKKKKKK tu é mt carente mermao,132
Relacionado,"Voltamos ao  normal em MG. O Cruzeiro na parte de cima da tabela, pensando em melhorar o elenco pra ir pra Libertadores e disputar títulos. 
Atlético tentando não cair, cheio de dúvidas, elenco horroroso e comemorando contratar refugo do Cruzeiro!

O MUNDO ESTÁ CURANDO!",132
Relacionado,Os cara comemorando a contratação de um refugo do Cruzeiro kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk nada pode ser menor que o peter cam.,132
Relacionado,"Outra bucha do Palmeiras no Galo pqp

Próximo Palmeiras x Atlético já começa 10x0 pro Galo com tanto lei do ex",132
Relacionado,Maior de Minas só tem um e o Dudu sabe!,132
Relacionado,Né possivel que tem atleticano feliz com isso. Vai rebaixar o clube junto com o jack,132
Relacionado,Dudu resolveu jogar num time maior agora. #Galo ,132
Relacionado,"O cara foi expulso do Cruzeiro,por ser horrível e mimado,e por birra tá indo pro rival,e os atleticanos comemorandi kkkkkk",132
Relacionado,se eu fosse vc não ficaria de risadinha. o dementador está a solta batendo na sua porta,132
Relacionado,"Cara q maluco tenebroso, tentou derrubar o treinador o clube corretamente desfez dele, ele claramente puto tá indo pro rival, só de raiva KKKKKKKKKKKKKKKKKKKKKKK 
O próximo clássico promete",132
Relacionado,"Se esse é o bom filho, imagina o filho ruim.",132
Relacionado,kkkkkkkkkkkkkkkkkkkkkkk,132
Relacionado,Aquele filho drogado que só faz merda e acaba com a vida dos pais,132
Relacionado,Isso que dá quando o filho pródigo volta rico...,132
Relacionado,O bom filho quicou,132
Relacionado,Kkkkkkkk.,132
Relacionado,Burros,132
Relacionado,MANO OS CARA TA FELIZ COM DUDU,132
Relacionado,Quero ver a alegria desses atleticanos daqui um tempo,132
Relacionado,"Rir agora e chora depois, só aguarde os capítulos da próxima novela. Kkkkkkkkkkkkkkkkkkkkkkkkk",132
Relacionado,Agora ele vai pro buraco..,132
Relacionado,Dudu indo pro meu rival pra afundar eles mais na tabela,132
Relacionado,@smurfdomuca parece vc,132
Relacionado,ai é fd KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK @cmisfx,132
Relacionado,Tiraram o cara pra aposentado agora que saiu ele é o próprio Messi,132
Relacionado,adm do galo de longe é o mais burro,132
Relacionado,um mal filho sempre vai embora,132
Relacionado,"Tudo normal em MG, agora sim estamos no caminho certo",132
Relacionado,Mijou legal,132
Relacionado,Fizeram bandeira com o nome dele kkkkkkk,132
Relacionado,pode levar,132
Relacionado,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKLLLLLKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,132
Relacionado,Bom jogador Craque do vestiario fazam Bom proveito,132
Relacionado,Nuuuu agr esse pereba tá vindo pra cá tmnc viu,132
Relacionado,Dudu é aquele filho cracudo q só aparece em casa pra espancar idoso e roubar tv,132
Relacionado,filho da puta demais.,132
Relacionado,Atrasa um mês aí igual cês tavam fazendo. Kkkk vcs vão ver como ele 3 gente boa,132
Principal,"Quais times passam mais tempo vencendo a partida no Brasileirão?

O time que passa mais tempo vencendo a partida na competição é o Ceará!

Como está o seu time?",133
Relacionado,"Caso alguém tenha duvida em relação a interpretação;

O Ceará passa 44.6% do tempo dos jogos na frente do placar, 51.9% empatando e 3.5% perdendo.

Aliás, uma coisa; O Palmeiras já esteve atrás do placar no Brasileirão, mas a porcentagem de tempo é mínima (0.005%).",133
Relacionado,"O Vasco é referência em TODAS as estatísticas negativas.
Não tem uma que ele não seja destaque.",133
Relacionado,"Problema do Ceará é que sai na frente e toma gols no finalzinho. Foi assim contra Red Bull, Juventude (acréscimos do 1o tempo tomou empate) e Bahia não saiu vencendo mas teve aquele penalti la no finalzinho do jogo.

Foda isso.",133
Relacionado,"Pq não alinhar os times do jeito que estão na tabela? Aí fica mais fácil de identificar a ligação entre a posição na tabela e o desenrolar dos jogos, não faz sentido a tabela ""tempo vencendo"" ser ordenada e as outras não",133
Relacionado,"Qual o recorte de período desses dados ?
Não da para entender o intuito disso.",133
Relacionado,"Poxa deixava pra postar depois do jogo contra o Mirassol, deixou o Corinthians fracão nessa aí",133
Relacionado,"Se o Ceará tivesse segurado todos os jogos que saiu vencendo, seríamos líderes",133
Relacionado,caralho o Palmeiras de Abel ferreira,133
Relacionado,"Uma sugestão, esse modelo de gráfico aqui ficaria com visualização melhor! Coloca uma cor para vitoria, uma cor para empate e uma cor para derrota. Os valores podem estar dentro das barras para ter a exatidão por time",133
Relacionado,Problema do Ceará é os acréscimos do 2º tempo,133
Relacionado,"data, uma dica, nesse caso era melhor fazer 3 imagens, manter os times no lugar, so alterar o titulo e o grafico, fica mais facil de achar, e de compartilhar tb, tipo carrossel no insta",133
Relacionado,"Se o Carlos Augusto jogasse o Brasileirão ele passaria todos os minutos do jogo vencendo, ele tem aura de vencedor",133
Relacionado,"Infelizmente o time dá um branco nos acréscimos que a pressão fica maior, se não taria melhor ainda na tabela",133
Relacionado,Os acréscimos são o pior adversário do Ceará,133
Relacionado,"Faltou as porcentagens do resultado final, pra ver os times da virada e os que entregam a paçoca",133
Relacionado,O problema do Ceará é depois dos 45min,133
Relacionado,"O gigantesco tricolor Paulista, liderando os empates!!!",133
Relacionado,Quem diria que o SP é o que passa mais tempo empatando?,133
Relacionado,Uma pena que só dura até os acréscimos,133
Relacionado,"Engraçado o fato do Palmeiras estar com 0% do tempo perdido, justamente pq na única derrota o gols sai no último minuto",133
Relacionado,segue o lider do empate,133
Relacionado,"Cada dado que vc publica, meu desespero aumenta",133
Relacionado,"Por favor, pare de zicar meu vovô!",133
Relacionado,"Legal ver o Rogério Ceni falando que o VAR tenta “encontrar um pênalti quando não existe pênalti”.

Logo ele que há poucas semanas atrás, se beneficiou disso e abraçou o erro da arbitragem.",133
Relacionado,Neles não brilha.,133
Relacionado,HAHAHA O FUTEBOL BRASILEIRO É DIFERENTE! O torcedor do Fortaleza ficou maluco na comemoração da goleada no #Brasileirão2025 #Brasileirão2025,133
Relacionado,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,133
Relacionado,"TEMPO PARA ELAS! Seguindo a campanha do Dia das Mães, o Ceará Sporting Club em parceria com a Unimed e Esportes da Sorte, realizaram uma manhã incrível para nossas mães sócias.

O momento contou com palestras e roda de conversas com as profissionais Ana Vitória Lacerda,",133
Principal,"GOOOL! Memphis Depay

Corinthians [1] - O América

(Sul-americana)",134
Relacionado,@TheMemphisEra,134
Relacionado,A Betnacional é a escolha dos brasileiros! Um site confiável e feito pra você.,134
Relacionado,"Memphis Depay, estupr@nd0 a zaga adversária",134
Principal,"GOOOL! Cauly

Bahia [1] - O Botafogo

Jogadaça do Erick Pulga!",135
Relacionado,"Jogando muito o Erick Pulga, pensar que um dia desses tava atuando na série D, futebol é maluco demais.",135
Relacionado,"Além do chapéu, o Caio Alexandre passou a bola com um pingo de futevôlei, coisa fina!! Sacanagem!?",135
Relacionado,Bahia ta voando!,135
Relacionado,"PQP, golaço.",135
Relacionado,Jogadaça do Pulga,135
Principal,"Mapa dos jogadores estrangeiros no Brasileirão.

Via @geglobo",136
Relacionado,"O BRASIL CONQUISTA A SÉTIMA ESTRELA! Em tempos em que a Seleção principal se arrasta em campo, afundada em escândalos, vaidades e prioridades voltadas ao lucro da CBF, vocês, da areia, nos lembraram o verdadeiro significado de representar o Brasil.

Antes mesmo da",136
Relacionado,Quem é o belga?,136
Relacionado,Falta o coreano!,136
Relacionado,Não tem nenhum Boliviano?,136
Relacionado,"1 Holandês 
1 Espanhol

FALA DO GIGANTE COLOSSAL DE ITAQUERA!!! APENAS ELE, O ULTIMO CAMPEÃO MUNDIAL BRASILEIRO. GIGANTE CORINTHIANS SPORT CLUB",136
Relacionado,"Em breve vai ter um da Itália, que é o Jorginho",136
Relacionado,Quem é o holandes?,136
Relacionado,6 da guiana kkkk,136
Relacionado,O Soteldo está contando como 1 inteiro?,136
Relacionado,Consegue fazer um desse das outras divisões? Seria massa,136
Relacionado,oxe nao tem nenhum jogador brasileiro no brasileiro? chaparam kkkkkk,136
Relacionado,Chico Kim deve ser baiano,136
Relacionado,impressionante n tem um japonês,136
Relacionado,Do Brasil são quantos?,136
Relacionado,Esse mapa está errado.,136
Relacionado,Cadê o ?,136
Relacionado,Ver essa imagem sem ele é difícil,136
Relacionado,"Chico Kim é inexistente né?

Antes que venham comentar, eu sei que ele nasceu no Paraná, mas ele é naturalizado Sul Coreano",136
Relacionado,"Poxa, nenhum brasileiro",136
Relacionado,"poxa, nenhum brasileiro",136
Relacionado,"Se colocasse todos os que tinham dupla cidadania ia aumentar mais

Piton e Donelli, se não me engano, tem dupla cidadania italiana",136
Relacionado,que saudades do búlgaro,136
Relacionado,Eitaaa,136
Relacionado,"Uruguai é inexplicável, não chega a 4 milhões de habitantes, mas consegue ter uma ótima quantidade de bons jogadores.",136
Relacionado,COMEÇAMOS A ASSIMILAR PORTUGAL.,136
Relacionado,"nenhum no Brasil

lamentável a CBF",136
Relacionado,Cadê o búlgaro?,136
Relacionado,2 angolanos e o mais imbecil joga no time mais óbvio,136
Principal,"| Após a vitória do Atlético-MG contra o Juventude no Brasileirão, Cuca pergunta ao diretor Victor sobre a chegada de Dudu: 'E aí, vai falar algo?'

Via: @geglobo",137
Relacionado,Pq dão lugar de fala a esse maluco aí?? Tão normalizando essa porra,137
Relacionado,Olha o cabelo desse Jack,137
Relacionado,Os caras estão tratando refugo do Cruzeiro como contratação do ano kkkkkkkkkkkkkkkkkkkkkkkkk que patético,137
Relacionado,Um clube que contrata e tem um técnico com o passado que tem  já fala muito por si só,137
Relacionado,É certo então.,137
Relacionado,"Dudu parece de Menor, disso ele entende",137
Relacionado,Está  indo para o lugar certo. Mimado e degragador. Tem que trabalhar com estuprador mesmo.,137
Relacionado,Ele curte um pequenino!,137
Relacionado,Jack estuprador,137
Relacionado,Falta o Robinho agora . Só gente boa no time!,137
Relacionado,Normalizaram o Cuca. Que fase,137
Relacionado,"Jack, tequila, coca cola e agua...",137
Relacionado,O refugo do Cruzeiro é a estrela deles e isso mesmo ?,137
Relacionado,O @Atletico virou uma filial do SEP!,137
Relacionado,Já encontraram semem do cuca no Dudu também?,137
Relacionado,Combinação perfeita um aliciador e um Menino mimado que é valente só com mulheres,137
Principal,CONFIRA O DESEMBARQUE DO FLAMENGO APÓS A DERROTA PARA O CRUZEIRO PELO BRASILEIRÃO,138
Relacionado,O Léo Pereira precisou até de mala extra pra trazer as cagadas que ele fez no Mineirão!!!,138
Relacionado,Sempre juntos? Pela torcida é Danilo e Léo Ortiz já na quarta !!!!,138
Relacionado,Quem ter que ser investigado por apostas é esse Léo Pereira. Na liberta colocou a mão na bola de sacanagem. Ontem chutou o cara   pra que?,138
Relacionado,"A cara desse inútil, verme do Léo pereba",138
Relacionado,Pra mim o Leo Pereira ia vir andando de costas.,138
Relacionado,Até quando esse dela cruz esse Michael vão continuar  no flamengo?,138
